Автор,Повне ім'я,Рік народження,Рік смерті,Місце народження (населений пункт),Район,Регіон1,URL,Рідна мова,Стать,Місце народження,Регіон
Ганна Дущак,Дущак Анна Кирилівна,1959.0,2010.0,Тисовець,Стрийський,,https://uk.wikipedia.org/wiki/%D0%94%D1%83%D1%89%D0%B0%D0%BA_%D0%90%D0%BD%D0%BD%D0%B0_%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D1%96%D0%B2%D0%BD%D0%B0,UK,M,,Львівська
Галина Крук,Крук Галина Григорівна,1974.0,,Львів,Львівський,,https://uk.wikipedia.org/wiki/%D0%9A%D1%80%D1%83%D0%BA_%D0%93%D0%B0%D0%BB%D0%B8%D0%BD%D0%B0_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%96%D0%B2%D0%BD%D0%B0,UK,M,,Львівська
Гадяцький,Гадяцький Леонід Миколайович,1961.0,,Магдалинівський район,Магдалинівський,,https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D0%B4%D1%8F%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9B%D0%B5%D0%BE%D0%BD%D1%96%D0%B4_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Дніпропетровська
В’ячеслав Криштофович,Криштофович В'ячеслав Сигизмундович,1947.0,,Київ,,,https://uk.wikipedia.org/wiki/%D0%9A%D1%80%D0%B8%D1%88%D1%82%D0%BE%D1%84%D0%BE%D0%B2%D0%B8%D1%87_%D0%92%27%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2_%D0%A1%D0%B8%D0%B3%D0%B8%D0%B7%D0%BC%D1%83%D0%BD%D0%B4%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Україна
Віталій Портников,Портников Віталій Едуардович,1967.0,,Київ,,,https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2_%D0%92%D1%96%D1%82%D0%B0%D0%BB%D1%96%D0%B9_%D0%95%D0%B4%D1%83%D0%B0%D1%80%D0%B4%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Україна
Віра Річ,Віра Річ,1936.0,2009.0,Лондон,Великий Лондон,,https://uk.wikipedia.org/wiki/%D0%92%D1%96%D1%80%D0%B0_%D0%A0%D1%96%D1%87,EN,F,,Велика Британія
Віктор Янукович,Янукович Віктор Федорович,1950.0,,Єнакієве,Горлівський,,https://uk.wikipedia.org/wiki/%D0%AF%D0%BD%D1%83%D0%BA%D0%BE%D0%B2%D0%B8%D1%87_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Донецька
Віктор Чайка,Чайка Віктор Анатолійович,1941.0,2008.0,Білоріченський район,Краснодарський край,,https://uk.wikipedia.org/wiki/%D0%A7%D0%B0%D0%B9%D0%BA%D0%B0_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,RU,F,,Росія
Віктор Скрипник,Скрипник Віктор Анатолійович,1969.0,,,,,https://uk.wikipedia.org/wiki/%D0%A1%D0%BA%D1%80%D0%B8%D0%BF%D0%BD%D0%B8%D0%BA_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,M,,
Віктор Панюков,Панюков Віктор Порфирович,1918.0,,,,,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BD%D1%8E%D0%BA%D0%BE%D0%B2_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%9F%D0%BE%D1%80%D1%84%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,M,,
Віктор Медведчук,Медведчук Віктор Володимирович,1954.0,,Почет,Почеська сільрада,,https://uk.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D1%87%D1%83%D0%BA_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,RU,M,,Росія
Віктор Король,Король Віктор Миколайович,1948.0,,Чернівці,Чернівецький,,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D1%8C_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Чернівецька
Віктор Гриценко,Гриценко Віктор Львович,1851.0,1893.0,Франція,,,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D1%86%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%9B%D1%8C%D0%B2%D0%BE%D0%B2%D0%B8%D1%87,FR,F,,Франція
Панас Заливаха,Заливаха Опанас Іванович,1925.0,2007.0,Гусинка,Буданівська сільрада,,https://uk.wikipedia.org/wiki/%D0%97%D0%B0%D0%BB%D0%B8%D0%B2%D0%B0%D1%85%D0%B0_%D0%9E%D0%BF%D0%B0%D0%BD%D0%B0%D1%81_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,RU,M,,Росія
Володимир Сіренко,Сіренко Володимир Федорович,1960.0,,Хорольський район,Хорольський,,https://uk.wikipedia.org/wiki/%D0%A1%D1%96%D1%80%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Полтавська
Володимир Плачинда,Плачинда Володимир Петрович,1938.0,2002.0,Клинці,міський округ Клинці,,https://uk.wikipedia.org/wiki/%D0%9F%D0%BB%D0%B0%D1%87%D0%B8%D0%BD%D0%B4%D0%B0_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,RU,M,,Росія
Микола Рябчук,Рябчук Микола Юрійович,1953.0,,Луцьк,Луцький,,https://uk.wikipedia.org/wiki/%D0%A0%D1%8F%D0%B1%D1%87%D1%83%D0%BA_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%AE%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Волинська
Володимир Макаренко,Макаренко Володимир Миколайович,1943.0,,Криничанський район,Криничанський,,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BA%D0%B0%D1%80%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,F,,Дніпропетровська
Володимир Леонтович,Леонтович Володимир Миколайович,1866.0,1933.0,Оріхівка,Лубенський,,https://uk.wikipedia.org/wiki/%D0%9B%D0%B5%D0%BE%D0%BD%D1%82%D0%BE%D0%B2%D0%B8%D1%87_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Полтавська
Євген Чикаленко,Чикаленко Євген Харлампійович,1861.0,1929.0,Перешори,Подільський,,https://uk.wikipedia.org/wiki/%D0%A7%D0%B8%D0%BA%D0%B0%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD_%D0%A5%D0%B0%D1%80%D0%BB%D0%B0%D0%BC%D0%BF%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Одеська
Володимир Королюк,Королюк Володимир Семенович,1925.0,2020.0,Київ,,,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D1%8E%D0%BA_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%A1%D0%B5%D0%BC%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Україна
Михайло Слабошпицький,Слабошпицький Михайло Федотович,1946.0,2021.0,Мар’янівка,Рівненський,,https://uk.wikipedia.org/wiki/%D0%A1%D0%BB%D0%B0%D0%B1%D0%BE%D1%88%D0%BF%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%A4%D0%B5%D0%B4%D0%BE%D1%82%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Рівненська
Микола Бажан,Бажан Микола Платонович,1904.0,1983.0,Кам’янець-Подільський,Кам’янець-Подільський,,https://uk.wikipedia.org/wiki/%D0%91%D0%B0%D0%B6%D0%B0%D0%BD_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9F%D0%BB%D0%B0%D1%82%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Хмельницька
Володимир Дрозд,Дрозд Володимир Григорович,1939.0,2003.0,Петрушин,Чернігівський,,https://uk.wikipedia.org/wiki/%D0%94%D1%80%D0%BE%D0%B7%D0%B4_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,RU,M,,Чернігівська
Олесь Лупій,Лупій Олесь Васильович,1938.0,2022.0,Кам'янка,Кам'янський район,,https://uk.wikipedia.org/wiki/%D0%9B%D1%83%D0%BF%D1%96%D0%B9_%D0%9E%D0%BB%D0%B5%D1%81%D1%8C_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Молдова
Віктор Кордун,Кордун Віктор Максимович,1946.0,2005.0,Васьковичі,Коростенський,,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%B4%D1%83%D0%BD_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%9C%D0%B0%D0%BA%D1%81%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,BE,M,,Житомирська
Володимир Данилейко,Данилейко Володимир Григорович,1930.0,2017.0,Балка,Одеський,,https://uk.wikipedia.org/wiki/%D0%94%D0%B0%D0%BD%D0%B8%D0%BB%D0%B5%D0%B9%D0%BA%D0%BE_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Одеська
Володимир Бровченко,Бровченко Володимир Якович,1931.0,2013.0,Мала Виска,Новоукраїнський,,https://uk.wikipedia.org/wiki/%D0%91%D1%80%D0%BE%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%AF%D0%BA%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Кіровоградська
Володимир Блавацький,Блавацький Володимир Іванович,1900.0,1953.0,Косів,Косівський,,https://uk.wikipedia.org/wiki/%D0%91%D0%BB%D0%B0%D0%B2%D0%B0%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Івано-Франківська
Василь Юрчук,Юрчук Василь Ісакович,1921.0,2001.0,Бродецьке,Хмільницький,,https://uk.wikipedia.org/wiki/%D0%AE%D1%80%D1%87%D1%83%D0%BA_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%86%D1%81%D0%B0%D0%BA%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Вінницька
Василь Чумак,Чумак Василь Григорович,1900.0,1919.0,Ічня,Прилуцький,,https://uk.wikipedia.org/wiki/%D0%A7%D1%83%D0%BC%D0%B0%D0%BA_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Чернігівська
Василь Слободян,Слободян Василь Михайлович,1951.0,,Львів,Львівський,,https://uk.wikipedia.org/wiki/%D0%A1%D0%BB%D0%BE%D0%B1%D0%BE%D0%B4%D1%8F%D0%BD_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Львівська
Роман Гавриляк,Гавриляк Роман Львович,1919.0,2018.0,Надвірна,Надвірнянський,,https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D0%B2%D1%80%D0%B8%D0%BB%D1%8F%D0%BA_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD_%D0%9B%D1%8C%D0%B2%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Івано-Франківська
Василь Свищ,Василь Свищ,1879.0,1952.0,Надвірна,Надвірнянський,,https://uk.wikipedia.org/wiki/%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%A1%D0%B2%D0%B8%D1%89,UK,M,,Івано-Франківська
Василь Поп,Поп Василь Степанович,1933.0,2008.0,Рокосово,Хустський,,https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BF_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Україна
Василь Голобородько,Голобородько Василь Іванович,1945.0,,Адріанопіль,Алчевський,,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D0%BB%D0%BE%D0%B1%D0%BE%D1%80%D0%BE%D0%B4%D1%8C%D0%BA%D0%BE_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Луганська
Валерій Гайдабура,Гайдабура Валерій Михайлович,1937.0,,Гуляйполе,Пологівський,,https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D0%B9%D0%B4%D0%B0%D0%B1%D1%83%D1%80%D0%B0_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%96%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Запорізька
Валентин Маланчук,Маланчук Валентин Юхимович,1928.0,1984.0,Проскурів,Хмельницький,,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B0%D0%BD%D1%87%D1%83%D0%BA_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD_%D0%AE%D1%85%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Хмельницька
Вадим Рабинович,Рабінович Вадим Зіновійович,1953.0,,Харків,Харківський,,https://uk.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B1%D1%96%D0%BD%D0%BE%D0%B2%D0%B8%D1%87_%D0%92%D0%B0%D0%B4%D0%B8%D0%BC_%D0%97%D1%96%D0%BD%D0%BE%D0%B2%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Харківська
В. Сосюра,Сосюра Володимир Миколайович,1897.0,1965.0,Дебальцеве,Горлівський,,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D1%81%D1%8E%D1%80%D0%B0_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Донецька
В. П. Горбулін,Горбулін Володимир Павлович,1939.0,,Запоріжжя,Запорізький,,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B1%D1%83%D0%BB%D1%96%D0%BD_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Запорізька
В'ячеслав Піховшек,Піховшек В'ячеслав Володимирович,1966.0,,Тальне,Звенигородський,,https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D1%85%D0%BE%D0%B2%D1%88%D0%B5%D0%BA_%D0%92%27%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Черкаська
Борислав Степанюк,Степанюк Борислав Павлович,1923.0,2007.0,Гумно с. Ларинівка,Новгород-Сіверського,,https://uk.wikipedia.org/wiki/%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D1%8E%D0%BA_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BB%D0%B0%D0%B2_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Україна
Борис Нємцов,Нємцов Борис Юхимович,1959.0,2015.0,Сочі,Міський округ Сочі,,https://uk.wikipedia.org/wiki/%D0%9D%D1%94%D0%BC%D1%86%D0%BE%D0%B2_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%AE%D1%85%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,RU,M,,Росія
Богдан Чепурко,Чепурко Богдан Петрович,1949.0,,Бучацький район,Бучацький,,https://uk.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BF%D1%83%D1%80%D0%BA%D0%BE_%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D0%BD_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Тернопільська
Богдан Кентржинський,Кентржинський Богдан Антонович,1919.0,1969.0,Рівне,Рівненський,,https://uk.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BD%D1%82%D1%80%D0%B6%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D0%BD_%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Рівненська
Богдан Гнатюк,Гнатюк Богдан-Тарас Васильович,1915.0,1998.0,Заліщики,Чортківський,,https://uk.wikipedia.org/wiki/%D0%93%D0%BD%D0%B0%D1%82%D1%8E%D0%BA_%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D0%BD-%D0%A2%D0%B0%D1%80%D0%B0%D1%81_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Тернопільська
Арнольд Шевелев,Шевелєв Арнольд Григорович,1928.0,2009.0,Балаклія,Ізюмський,,https://uk.wikipedia.org/wiki/%D0%A8%D0%B5%D0%B2%D0%B5%D0%BB%D1%94%D0%B2_%D0%90%D1%80%D0%BD%D0%BE%D0%BB%D1%8C%D0%B4_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Харківська
Анна Шевченко,Анна Шевченко,1965.0,,Київ,,,https://uk.wikipedia.org/wiki/%D0%90%D0%BD%D0%BD%D0%B0_%D0%A8%D0%B5%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%BE,UK,F,,Україна
Андрій Таран,Таран Андрій Іванович,1883.0,1967.0,Нікополь,Нікопольський,,https://uk.wikipedia.org/wiki/%D0%A2%D0%B0%D1%80%D0%B0%D0%BD_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Дніпропетровська
Андрій Пишний,Пишний Андрій Григорович,1974.0,,Збаразький район,Збаразький,,https://uk.wikipedia.org/wiki/%D0%9F%D0%B8%D1%88%D0%BD%D0%B8%D0%B9_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Тернопільська
Андрій Клименко,Клименко Андрій Віталійович,1977.0,,,,,https://uk.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BC%D0%B5%D0%BD%D0%BA%D0%BE_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%92%D1%96%D1%82%D0%B0%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,M,,
Андрій Карпенко,Карпенко Андрій Петрович,1973.0,,,,,https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%BF%D0%B5%D0%BD%D0%BA%D0%BE_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,F,,
Андрій Деркач,Деркач Андрій Леонідович,1967.0,,Дніпро,Дніпровський,,https://uk.wikipedia.org/wiki/%D0%94%D0%B5%D1%80%D0%BA%D0%B0%D1%87_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%9B%D0%B5%D0%BE%D0%BD%D1%96%D0%B4%D0%BE%D0%B2%D0%B8%D1%87,BE,M,,Дніпропетровська
Андрій Білецький,Білецький Андрій Євгенійович,1979.0,,Харків,Харківський,,https://uk.wikipedia.org/wiki/%D0%91%D1%96%D0%BB%D0%B5%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Харківська
Анатолій Ткаченко,Ткаченко Анатолій Олександрович,1948.0,,Таращанський район,Таращанський,,https://uk.wikipedia.org/wiki/%D0%A2%D0%BA%D0%B0%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,F,,Київська
Анатолій Бондаренко,Бондаренко Анатолій Дмитрович,1934.0,2015.0,Суми,Сумський,,https://uk.wikipedia.org/wiki/%D0%91%D0%BE%D0%BD%D0%B4%D0%B0%D1%80%D0%B5%D0%BD%D0%BA%D0%BE_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,F,,Сумська
Анатолій Богатирьов,Богатирьов Анатолій Васильович,1913.0,2003.0,Росія,,,https://uk.wikipedia.org/wiki/%D0%91%D0%BE%D0%B3%D0%B0%D1%82%D0%B8%D1%80%D1%8C%D0%BE%D0%B2_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,RU,M,,Росія
Олександр Пагіря,Пагіря Олександр Михайлович,1987.0,,Ужгород,Ужгородський,,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%B3%D1%96%D1%80%D1%8F_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Закарпатська
Ален Роб-Ґріє,Ален Роб-Ґріє,1922.0,2008.0,Франція,,,https://uk.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BD_%D0%A0%D0%BE%D0%B1-%D2%90%D1%80%D1%96%D1%94,FR,M,,Франція
Алан Маршалл,Алан Маршалл,1902.0,1984.0,نورة التحتا,قضاء عكار,,https://uk.wikipedia.org/wiki/%D0%90%D0%BB%D0%B0%D0%BD_%D0%9C%D0%B0%D1%80%D1%88%D0%B0%D0%BB%D0%BB,AR,M,,Ліван
Ївга Шугай,Шугай Ївга,1915.0,2007.0,,,,https://uk.wikipedia.org/wiki/%D0%A8%D1%83%D0%B3%D0%B0%D0%B9_%D0%87%D0%B2%D0%B3%D0%B0,,M,,
Ігор Срібняк,Срібняк Ігор Володимирович,1963.0,,Мелітополь,Мелітопольський,,https://uk.wikipedia.org/wiki/%D0%A1%D1%80%D1%96%D0%B1%D0%BD%D1%8F%D0%BA_%D0%86%D0%B3%D0%BE%D1%80_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Запорізька
Ігор Роздобудько,Роздобудько Ігор В'ячеславович,1971.0,,,,,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B7%D0%B4%D0%BE%D0%B1%D1%83%D0%B4%D1%8C%D0%BA%D0%BE_%D0%86%D0%B3%D0%BE%D1%80_%D0%92%27%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87,,M,,
Ігор Мітюков,Мітюков Ігор Олександрович,1952.0,,Київ,,,https://uk.wikipedia.org/wiki/%D0%9C%D1%96%D1%82%D1%8E%D0%BA%D0%BE%D0%B2_%D0%86%D0%B3%D0%BE%D1%80_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Україна
Валерій Ілля,Ілля Валерій Павлович,1939.0,2005.0,Балаклава,Балаклавський,,https://uk.wikipedia.org/wiki/%D0%86%D0%BB%D0%BB%D1%8F_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%96%D0%B9_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Україна
Ігор Калинець,Калинець Ігор Миронович,1939.0,,Ходорів,Стрийський,,https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B5%D1%86%D1%8C_%D0%86%D0%B3%D0%BE%D1%80_%D0%9C%D0%B8%D1%80%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,Львівська
